case_id,transaction_id,a_record_count,a_recon_references,a_source_systems,a_account_id,a_booking_date,a_amount,a_currency,a_status,b_record_count,b_recon_references,b_source_systems,b_account_id,b_booking_date,b_amount,b_currency,b_status,amount_difference,absolute_amount_difference,break_type,primary_break_category,is_break,severity,reconciliation_status,case_age_days,case_status,case_owner,recommended_action
REC-CASE-000078,TXN00002273,1,REC-A-TXN00002273,PaymentProcessorA,ACC001169,2026-02-22,21.42,USD,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,133,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000079,TXN00002302,1,REC-A-TXN00002302,PaymentProcessorA,ACC000826,2026-04-06,8.59,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,90,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000080,TXN00002418,1,REC-A-TXN00002418,PaymentProcessorA,ACC000090,2026-03-23,3.98,EUR,Failed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,104,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000081,TXN00002738,1,REC-A-TXN00002738,PaymentProcessorA,ACC001293,2026-05-09,21.15,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,57,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000082,TXN00002743,1,REC-A-TXN00002743,PaymentProcessorA,ACC001237,2026-06-30,21.91,GBP,Failed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,5,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000083,TXN00002883,1,REC-A-TXN00002883,PaymentProcessorA,ACC000720,2026-05-25,5.43,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,41,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000084,TXN00003003,1,REC-A-TXN00003003,PaymentProcessorA,ACC000031,2026-06-01,25.58,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,34,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000085,TXN00003083,1,REC-A-TXN00003083,PaymentProcessorA,ACC000952,2026-03-07,14.12,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,120,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000086,TXN00003300,1,REC-A-TXN00003300,PaymentProcessorA,ACC000451,2026-03-30,57.07,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,97,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000087,TXN00003315,1,REC-A-TXN00003315,PaymentProcessorA,ACC000160,2026-03-12,179.22,USD,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,115,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000088,TXN00003685,1,REC-A-TXN00003685,PaymentProcessorA,ACC000831,2026-02-22,118.12,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,133,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000089,TXN00003814,1,REC-A-TXN00003814,PaymentProcessorA,ACC000576,2026-03-30,111.81,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,97,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000090,TXN00003870,1,REC-A-TXN00003870,PaymentProcessorA,ACC001230,2026-03-01,20.51,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,126,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000091,TXN00004276,1,REC-A-TXN00004276,PaymentProcessorA,ACC000517,2026-03-28,26.03,EUR,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,99,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000092,TXN00004344,1,REC-A-TXN00004344,PaymentProcessorA,ACC000961,2026-02-27,4423.37,EUR,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,128,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000093,TXN00004803,1,REC-A-TXN00004803,PaymentProcessorA,ACC000127,2026-05-09,48.75,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,57,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000094,TXN00004892,1,REC-A-TXN00004892,PaymentProcessorA,ACC000886,2026-03-05,7.73,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,122,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000095,TXN00005191,1,REC-A-TXN00005191,PaymentProcessorA,ACC000860,2026-02-25,197.26,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,130,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000096,TXN00005550,1,REC-A-TXN00005550,PaymentProcessorA,ACC000215,2026-05-24,21.79,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,42,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000097,TXN00005719,1,REC-A-TXN00005719,PaymentProcessorA,ACC001095,2026-03-24,195.09,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,103,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000098,TXN00005921,1,REC-A-TXN00005921,PaymentProcessorA,ACC000275,2026-01-15,22.55,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,171,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000099,TXN00006089,1,REC-A-TXN00006089,PaymentProcessorA,ACC000363,2026-07-04,67.21,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,1,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000100,TXN00006129,1,REC-A-TXN00006129,PaymentProcessorA,ACC001037,2026-03-20,4.59,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,107,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000101,TXN00006341,1,REC-A-TXN00006341,PaymentProcessorA,ACC000080,2026-05-20,6.09,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,46,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000102,TXN00006400,1,REC-A-TXN00006400,PaymentProcessorA,ACC000215,2026-03-21,12.19,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,106,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000103,TXN00006516,1,REC-A-TXN00006516,PaymentProcessorA,ACC000621,2026-05-05,49.27,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,61,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000104,TXN00006551,1,REC-A-TXN00006551,PaymentProcessorA,ACC000570,2026-06-08,2516.75,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,27,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000105,TXN00006689,1,REC-A-TXN00006689,PaymentProcessorA,ACC000001,2026-05-19,9.96,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,47,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000106,TXN00007054,1,REC-A-TXN00007054,PaymentProcessorA,ACC000550,2026-05-28,5.23,USD,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,38,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000107,TXN00007147,1,REC-A-TXN00007147,PaymentProcessorA,ACC000192,2026-07-02,5.61,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,3,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000108,TXN00007153,1,REC-A-TXN00007153,PaymentProcessorA,ACC000039,2026-06-18,360.97,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,17,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000109,TXN00007163,1,REC-A-TXN00007163,PaymentProcessorA,ACC000554,2026-01-28,6.09,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,158,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000110,TXN00007186,1,REC-A-TXN00007186,PaymentProcessorA,ACC000664,2026-06-19,28.38,GBP,Failed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,16,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000111,TXN00007229,1,REC-A-TXN00007229,PaymentProcessorA,ACC000159,2026-01-11,12.69,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,175,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000112,TXN00007249,1,REC-A-TXN00007249,PaymentProcessorA,ACC000733,2026-05-09,58.47,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,57,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000113,TXN00007494,1,REC-A-TXN00007494,PaymentProcessorA,ACC000811,2026-05-25,35.51,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,41,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000114,TXN00007522,1,REC-A-TXN00007522,PaymentProcessorA,ACC000084,2026-01-09,120.73,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,177,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000115,TXN00007935,1,REC-A-TXN00007935,PaymentProcessorA,ACC001299,2026-05-20,96.25,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,46,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000116,TXN00007937,1,REC-A-TXN00007937,PaymentProcessorA,ACC000759,2026-05-21,57.36,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,45,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000117,TXN00007962,1,REC-A-TXN00007962,PaymentProcessorA,ACC001098,2026-01-25,1072.11,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,161,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000118,TXN00008077,1,REC-A-TXN00008077,PaymentProcessorA,ACC000315,2026-07-01,64.63,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,4,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000119,TXN00008288,1,REC-A-TXN00008288,PaymentProcessorA,ACC001235,2026-03-31,7.12,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,96,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000120,TXN00008367,1,REC-A-TXN00008367,PaymentProcessorA,ACC000691,2026-06-05,120.74,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,30,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000121,TXN00008453,1,REC-A-TXN00008453,PaymentProcessorA,ACC000429,2026-05-26,10.02,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,40,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000122,TXN00008953,1,REC-A-TXN00008953,PaymentProcessorA,ACC001186,2026-02-04,19.08,GBP,Pending,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,151,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000123,TXN00009239,1,REC-A-TXN00009239,PaymentProcessorA,ACC000711,2026-07-01,22.43,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,4,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000124,TXN00009254,1,REC-A-TXN00009254,PaymentProcessorA,ACC000365,2026-01-15,81.33,USD,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,171,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000125,TXN00009259,1,REC-A-TXN00009259,PaymentProcessorA,ACC000703,2026-05-15,40.57,EUR,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,51,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000126,TXN00009341,1,REC-A-TXN00009341,PaymentProcessorA,ACC000357,2026-01-22,179.37,GBP,Pending,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,164,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000127,TXN00009367,1,REC-A-TXN00009367,PaymentProcessorA,ACC000777,2026-06-13,16.3,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,22,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000128,TXN00009732,1,REC-A-TXN00009732,PaymentProcessorA,ACC000742,2026-03-26,9.19,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,101,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000129,TXN00009826,1,REC-A-TXN00009826,PaymentProcessorA,ACC000162,2026-06-26,19.51,GBP,Pending,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,9,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000130,TXN00009873,1,REC-A-TXN00009873,PaymentProcessorA,ACC001054,2026-06-18,12.13,EUR,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,17,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000131,TXN00005796,1,REC-A-TXN00005796,PaymentProcessorA,ACC000236,2026-03-31,44.68,GBP,Completed,1,REC-B-TXN00005796,CoreBankingB,ACC000236,2026-03-31,69.68,GBP,Completed,25.000000000000007,25.000000000000007,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,96,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000132,TXN00006473,1,REC-A-TXN00006473,PaymentProcessorA,ACC001276,2026-01-11,58.02,USD,Completed,1,REC-B-TXN00006473,CoreBankingB,ACC001276,2026-01-11,83.02000000000001,USD,Completed,25.000000000000007,25.000000000000007,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,175,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000133,TXN00000404,1,REC-A-TXN00000404,PaymentProcessorA,ACC000417,2026-02-24,13.94,GBP,Completed,1,REC-B-TXN00000404,CoreBankingB,ACC000417,2026-02-24,38.94,GBP,Completed,25.0,25.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,131,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000134,TXN00000552,1,REC-A-TXN00000552,PaymentProcessorA,ACC000687,2026-04-30,68.91,GBP,Completed,1,REC-B-TXN00000552,CoreBankingB,ACC000687,2026-04-30,93.91,GBP,Completed,25.0,25.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,66,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000135,TXN00001459,1,REC-A-TXN00001459,PaymentProcessorA,ACC000015,2026-02-01,124.09,GBP,Failed,1,REC-B-TXN00001459,CoreBankingB,ACC000015,2026-02-01,149.09,GBP,Failed,25.0,25.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,154,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000136,TXN00001771,1,REC-A-TXN00001771,PaymentProcessorA,ACC000325,2026-06-30,21.14,EUR,Completed,1,REC-B-TXN00001771,CoreBankingB,ACC000325,2026-06-30,46.14,EUR,Completed,25.0,25.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,5,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000137,TXN00002090,1,REC-A-TXN00002090,PaymentProcessorA,ACC001026,2026-02-26,15.88,GBP,Completed,1,REC-B-TXN00002090,CoreBankingB,ACC001026,2026-02-26,40.88,GBP,Completed,25.0,25.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,129,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000138,TXN00003101,1,REC-A-TXN00003101,PaymentProcessorA,ACC000311,2026-01-18,73.35,GBP,Completed,1,REC-B-TXN00003101,CoreBankingB,ACC000311,2026-01-18,98.35,GBP,Completed,25.0,25.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,168,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000139,TXN00004242,1,REC-A-TXN00004242,PaymentProcessorA,ACC001236,2026-05-30,106.9,GBP,Completed,1,REC-B-TXN00004242,CoreBankingB,ACC001236,2026-05-30,131.9,GBP,Completed,25.0,25.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,36,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000140,TXN00005365,1,REC-A-TXN00005365,PaymentProcessorA,ACC001089,2026-03-21,37.77,GBP,Completed,1,REC-B-TXN00005365,CoreBankingB,ACC001089,2026-03-21,62.77,GBP,Completed,25.0,25.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,106,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000141,TXN00006907,1,REC-A-TXN00006907,PaymentProcessorA,ACC001264,2026-01-07,63.31,GBP,Completed,1,REC-B-TXN00006907,CoreBankingB,ACC001264,2026-01-07,88.31,GBP,Completed,25.0,25.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,179,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000142,TXN00007881,1,REC-A-TXN00007881,PaymentProcessorA,ACC000236,2026-01-21,729.83,GBP,Completed,1,REC-B-TXN00007881,CoreBankingB,ACC000236,2026-01-21,754.83,GBP,Completed,25.0,25.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,165,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000143,TXN00008069,1,REC-A-TXN00008069,PaymentProcessorA,ACC000952,2026-03-14,20.82,USD,Completed,1,REC-B-TXN00008069,CoreBankingB,ACC000952,2026-03-14,45.82,USD,Completed,25.0,25.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,113,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000144,TXN00008569,1,REC-A-TXN00008569,PaymentProcessorA,ACC000182,2026-06-23,19.14,EUR,Completed,1,REC-B-TXN00008569,CoreBankingB,ACC000182,2026-06-23,44.14,EUR,Completed,25.0,25.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,12,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000145,TXN00009939,1,REC-A-TXN00009939,PaymentProcessorA,ACC000748,2026-01-28,9362.75,GBP,Completed,1,REC-B-TXN00009939,CoreBankingB,ACC000748,2026-01-28,9387.75,GBP,Completed,25.0,25.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,158,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000146,TXN00009085,1,REC-A-TXN00009085,PaymentProcessorA,ACC000934,2026-01-15,63.99,GBP,Completed,1,REC-B-TXN00009085,CoreBankingB,ACC000934,2026-01-15,73.99000000000001,GBP,Completed,10.000000000000007,10.000000000000007,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,171,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000147,TXN00006775,1,REC-A-TXN00006775,PaymentProcessorA,ACC000857,2026-02-25,11.85,GBP,Completed,1,REC-B-TXN00006775,CoreBankingB,ACC000857,2026-02-25,21.85,GBP,Completed,10.000000000000002,10.000000000000002,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,130,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000148,TXN00006790,1,REC-A-TXN00006790,PaymentProcessorA,ACC000770,2026-06-14,7.99,USD,Completed,1,REC-B-TXN00006790,CoreBankingB,ACC000770,2026-06-14,17.990000000000002,USD,Completed,10.000000000000002,10.000000000000002,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,21,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000149,TXN00000510,1,REC-A-TXN00000510,PaymentProcessorA,ACC000160,2026-04-06,100.11,GBP,Completed,1,REC-B-TXN00000510,CoreBankingB,ACC000160,2026-04-06,110.11,GBP,Completed,10.0,10.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,90,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000150,TXN00000783,1,REC-A-TXN00000783,PaymentProcessorA,ACC001057,2026-01-17,106.22,GBP,Completed,1,REC-B-TXN00000783,CoreBankingB,ACC001057,2026-01-17,116.22,GBP,Completed,10.0,10.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,169,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000151,TXN00001246,1,REC-A-TXN00001246,PaymentProcessorA,ACC000090,2026-06-28,50.49,GBP,Completed,1,REC-B-TXN00001246,CoreBankingB,ACC000090,2026-06-28,60.49,GBP,Completed,10.0,10.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,7,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000152,TXN00002808,1,REC-A-TXN00002808,PaymentProcessorA,ACC000480,2026-05-12,34.32,GBP,Completed,1,REC-B-TXN00002808,CoreBankingB,ACC000480,2026-05-12,44.32,GBP,Completed,10.0,10.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,54,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000153,TXN00003155,1,REC-A-TXN00003155,PaymentProcessorA,ACC001187,2026-03-24,39.63,GBP,Completed,1,REC-B-TXN00003155,CoreBankingB,ACC001187,2026-03-24,49.63,GBP,Completed,10.0,10.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,103,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000154,TXN00003773,1,REC-A-TXN00003773,PaymentProcessorA,ACC000308,2026-06-26,33.53,GBP,Completed,1,REC-B-TXN00003773,CoreBankingB,ACC000308,2026-06-26,43.53,GBP,Completed,10.0,10.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,9,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000155,TXN00003799,1,REC-A-TXN00003799,PaymentProcessorA,ACC000958,2026-06-21,20.15,EUR,Reversed,1,REC-B-TXN00003799,CoreBankingB,ACC000958,2026-06-21,30.15,EUR,Reversed,10.0,10.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,14,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000156,TXN00003913,1,REC-A-TXN00003913,PaymentProcessorA,ACC000476,2026-06-04,95.77,GBP,Completed,1,REC-B-TXN00003913,CoreBankingB,ACC000476,2026-06-04,105.77,GBP,Completed,10.0,10.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,31,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000157,TXN00004081,1,REC-A-TXN00004081,PaymentProcessorA,ACC000972,2026-04-30,19.87,GBP,Completed,1,REC-B-TXN00004081,CoreBankingB,ACC000972,2026-04-30,29.87,GBP,Completed,10.0,10.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,66,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000158,TXN00005396,1,REC-A-TXN00005396,PaymentProcessorA,ACC000908,2026-06-20,6.41,GBP,Failed,1,REC-B-TXN00005396,CoreBankingB,ACC000908,2026-06-20,16.41,GBP,Failed,10.0,10.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,15,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000159,TXN00005685,1,REC-A-TXN00005685,PaymentProcessorA,ACC001126,2026-04-01,34.12,GBP,Completed,1,REC-B-TXN00005685,CoreBankingB,ACC001126,2026-04-01,44.12,GBP,Completed,10.0,10.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,95,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000160,TXN00006600,1,REC-A-TXN00006600,PaymentProcessorA,ACC000087,2026-03-05,459.4,GBP,Completed,1,REC-B-TXN00006600,CoreBankingB,ACC000087,2026-03-05,469.4,GBP,Completed,10.0,10.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,122,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000161,TXN00006728,1,REC-A-TXN00006728,PaymentProcessorA,ACC000015,2026-02-20,5.2,GBP,Completed,1,REC-B-TXN00006728,CoreBankingB,ACC000015,2026-02-20,15.2,GBP,Completed,10.0,10.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,135,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
REC-CASE-000162,TXN00007404,1,REC-A-TXN00007404,PaymentProcessorA,ACC000415,2026-01-18,17.42,GBP,Completed,1,REC-B-TXN00007404,CoreBankingB,ACC000415,2026-01-18,27.42,GBP,Completed,10.0,10.0,AMOUNT_MISMATCH,AMOUNT_MISMATCH,1,Medium,Break,168,Open,Reconciliation Analyst,Compare source documents and investigate value difference.
